Data Source,TIMEFRAME (DD/MM/YYYY),Volumetric Flow Meter 1,Volumetric Flow Meter 2,Pump Speed (RPM),Pump Torque ,Ambient Temperature,Horse Power,Pump Efficiency,PUMP FAILURE (1 or 0)
Rolling Stdev (30 Minute),9/12/2014 13:44,1.04,1.13,5.42,11.44,3.22,0.31,2.06,0
Rolling Stdev (30 Minute),9/12/2014 13:45,0.98,1.15,5.69,11.42,3.22,0.32,2.09,0
Rolling Stdev (30 Minute),9/12/2014 13:46,0.98,1.13,5.73,11.97,3.24,0.32,2.05,0
Rolling Stdev (30 Minute),9/12/2014 13:47,1.05,1.13,5.83,11.94,3.13,0.33,2.06,0
Rolling Stdev (30 Minute),9/12/2014 13:48,0.99,1.13,5.85,12.01,3.05,0.32,2.06,0
Rolling Stdev (30 Minute),9/12/2014 13:49,0.98,1.13,5.85,12.06,3.02,0.32,2.05,0
Rolling Stdev (30 Minute),9/12/2014 13:50,0.98,1.11,5.85,12.15,2.95,0.32,2.03,0
Rolling Stdev (30 Minute),9/12/2014 13:51,0.96,1.09,5.97,12.36,2.90,0.34,1.99,0
Rolling Stdev (30 Minute),9/12/2014 13:52,0.97,1.05,6.02,12.43,2.85,0.33,1.91,0
Rolling Stdev (30 Minute),9/12/2014 13:53,1.01,1.01,6.20,12.80,2.83,0.35,1.84,0
Rolling Stdev (30 Minute),9/12/2014 13:54,1.01,1.04,6.11,13.03,2.65,0.35,1.88,0
Rolling Stdev (30 Minute),9/12/2014 13:55,1.06,1.05,6.03,12.36,2.62,0.32,1.92,0
Rolling Stdev (30 Minute),9/12/2014 13:56,1.10,1.08,5.99,12.84,2.75,0.33,1.95,0
Rolling Stdev (30 Minute),9/12/2014 13:57,1.10,1.12,5.81,12.80,2.89,0.32,2.04,0
Rolling Stdev (30 Minute),9/12/2014 13:58,1.12,1.13,5.79,12.43,2.80,0.31,2.06,0
Rolling Stdev (30 Minute),9/12/2014 13:59,1.12,1.14,5.73,12.07,2.80,0.31,2.08,0
Rolling Stdev (30 Minute),9/12/2014 14:00,1.13,1.14,5.78,12.16,2.86,0.31,2.07,0
Rolling Stdev (30 Minute),9/12/2014 14:01,1.13,1.18,5.77,12.17,2.88,0.31,2.15,0
Rolling Stdev (30 Minute),9/12/2014 14:02,1.13,1.14,5.82,12.20,2.86,0.32,2.07,0
Rolling Stdev (30 Minute),9/12/2014 14:03,1.11,1.15,5.51,12.43,2.76,0.32,2.09,0
Rolling Stdev (30 Minute),9/12/2014 14:04,1.18,1.15,5.52,12.39,2.76,0.32,2.09,0
Rolling Stdev (30 Minute),9/12/2014 14:05,1.18,1.09,5.52,11.99,2.74,0.32,1.98,0
Rolling Stdev (30 Minute),9/12/2014 14:06,1.16,1.04,5.44,12.04,2.73,0.33,1.90,0
Rolling Stdev (30 Minute),9/12/2014 14:07,1.18,1.07,5.48,12.45,2.59,0.34,1.95,0
Rolling Stdev (30 Minute),9/12/2014 14:08,1.20,1.05,5.58,12.60,2.68,0.34,1.90,0
Rolling Stdev (30 Minute),9/12/2014 14:09,1.18,1.03,5.60,12.48,2.68,0.34,1.87,0
Rolling Stdev (30 Minute),9/12/2014 14:10,1.17,1.04,5.86,12.95,2.76,0.34,1.89,0
Rolling Stdev (30 Minute),9/12/2014 14:11,1.19,1.04,5.75,12.48,2.90,0.32,1.89,0
Rolling Stdev (30 Minute),9/12/2014 14:12,1.17,1.00,5.73,12.27,2.80,0.31,1.83,0
Rolling Stdev (30 Minute),9/12/2014 14:13,1.21,1.06,5.59,11.78,2.73,0.30,1.92,0
Rolling Stdev (30 Minute),9/12/2014 14:14,1.16,1.06,5.47,11.74,2.75,0.28,1.93,0
Rolling Stdev (30 Minute),9/12/2014 14:15,1.16,1.06,5.13,11.75,2.87,0.28,1.93,0
Rolling Stdev (30 Minute),9/12/2014 14:16,1.16,1.09,5.24,11.87,2.85,0.29,1.97,0
Rolling Stdev (30 Minute),9/12/2014 14:17,1.17,1.12,5.04,12.00,2.85,0.29,2.03,0
Rolling Stdev (30 Minute),9/12/2014 14:18,1.19,1.12,5.02,12.16,2.94,0.29,2.03,0
Rolling Stdev (30 Minute),9/12/2014 14:19,1.22,1.12,5.06,12.45,3.06,0.30,2.03,0
Rolling Stdev (30 Minute),9/12/2014 14:20,1.22,1.13,5.32,12.24,3.06,0.30,2.06,0
Rolling Stdev (30 Minute),9/12/2014 14:21,1.23,1.17,5.28,12.15,3.11,0.28,2.13,0
Rolling Stdev (30 Minute),9/12/2014 14:22,1.23,1.19,5.23,12.18,3.17,0.29,2.17,0
Rolling Stdev (30 Minute),9/12/2014 14:23,1.20,1.22,4.89,12.10,3.20,0.26,2.21,0
Rolling Stdev (30 Minute),9/12/2014 14:24,1.25,1.18,4.82,12.31,3.23,0.28,2.15,0
Rolling Stdev (30 Minute),9/12/2014 14:25,1.23,1.22,4.57,12.47,3.24,0.28,2.22,0
Rolling Stdev (30 Minute),9/12/2014 14:26,1.19,1.26,4.61,12.15,3.24,0.27,2.28,0
Rolling Stdev (30 Minute),9/12/2014 14:27,1.16,1.22,4.60,12.61,3.08,0.28,2.22,0
Rolling Stdev (30 Minute),9/12/2014 14:28,1.14,1.21,4.87,12.77,3.06,0.29,2.20,0
Rolling Stdev (30 Minute),9/12/2014 14:29,1.13,1.17,4.87,12.77,3.16,0.29,2.12,0
Rolling Stdev (30 Minute),9/12/2014 14:30,1.15,1.16,4.84,12.72,3.27,0.29,2.10,0
Rolling Stdev (30 Minute),9/12/2014 14:31,1.17,1.14,4.99,13.02,3.25,0.29,2.07,0
Rolling Stdev (30 Minute),9/12/2014 14:32,1.17,1.13,5.39,13.24,3.35,0.31,2.06,0
Rolling Stdev (30 Minute),9/12/2014 14:33,1.18,1.16,5.39,13.41,3.30,0.32,2.12,0
Rolling Stdev (30 Minute),9/12/2014 14:34,1.18,1.15,5.39,13.29,3.30,0.32,2.10,0
Rolling Stdev (30 Minute),9/12/2014 14:35,1.19,1.15,5.37,13.30,3.30,0.32,2.09,0
Rolling Stdev (30 Minute),9/12/2014 14:36,1.17,1.17,5.49,13.15,3.25,0.32,2.13,0
Rolling Stdev (30 Minute),9/12/2014 14:37,1.19,1.12,5.62,12.75,3.28,0.31,2.03,0
Rolling Stdev (30 Minute),9/12/2014 14:38,1.18,1.14,5.67,12.48,3.27,0.31,2.07,0
Rolling Stdev (30 Minute),9/12/2014 14:39,1.21,1.15,5.64,12.38,3.37,0.30,2.09,0
Rolling Stdev (30 Minute),9/12/2014 14:40,1.21,1.15,5.36,12.50,3.34,0.31,2.08,0
Rolling Stdev (30 Minute),9/12/2014 14:41,1.18,1.17,5.32,12.41,3.23,0.31,2.14,0
Rolling Stdev (30 Minute),9/12/2014 14:42,1.18,1.19,5.31,12.31,3.36,0.31,2.17,0
Rolling Stdev (30 Minute),9/12/2014 14:43,1.15,1.17,5.34,12.48,3.38,0.31,2.12,0
Rolling Stdev (30 Minute),9/12/2014 14:44,1.15,1.16,5.40,12.14,3.35,0.30,2.11,0
Rolling Stdev (30 Minute),9/12/2014 14:45,1.19,1.15,5.59,12.10,3.39,0.31,2.09,0
Rolling Stdev (30 Minute),9/12/2014 14:46,1.21,1.13,5.79,11.85,3.48,0.31,2.05,0
Rolling Stdev (30 Minute),9/12/2014 14:47,1.19,1.10,6.12,11.77,3.55,0.32,1.99,0
Rolling Stdev (30 Minute),9/12/2014 14:48,1.15,1.08,6.01,11.38,3.59,0.32,1.97,0
Rolling Stdev (30 Minute),9/12/2014 14:49,1.14,1.08,5.97,11.38,3.47,0.32,1.96,0
Rolling Stdev (30 Minute),9/12/2014 14:50,1.18,1.08,5.92,11.37,3.47,0.32,1.97,0
Rolling Stdev (30 Minute),9/12/2014 14:51,1.18,1.05,6.07,11.39,3.47,0.35,1.90,0
Rolling Stdev (30 Minute),9/12/2014 14:52,1.18,1.06,6.12,11.28,3.32,0.35,1.93,0
Rolling Stdev (30 Minute),9/12/2014 14:53,1.13,1.03,6.24,10.98,3.21,0.35,1.88,0
Rolling Stdev (30 Minute),9/12/2014 14:54,1.09,1.06,6.17,10.76,3.20,0.34,1.93,0
Rolling Stdev (30 Minute),9/12/2014 14:55,1.10,1.02,6.40,10.61,3.34,0.34,1.86,0
Rolling Stdev (30 Minute),9/12/2014 14:56,1.10,0.99,6.19,10.78,3.28,0.34,1.80,0
Rolling Stdev (30 Minute),9/12/2014 14:57,1.11,0.95,6.32,10.47,3.28,0.34,1.73,0
Rolling Stdev (30 Minute),9/12/2014 14:58,1.10,0.96,6.29,10.27,3.24,0.33,1.75,0
Rolling Stdev (30 Minute),9/12/2014 14:59,1.10,0.96,6.26,10.28,3.14,0.33,1.74,0
Rolling Stdev (30 Minute),9/12/2014 15:00,1.07,1.01,6.33,10.26,3.08,0.34,1.84,0
Rolling Stdev (30 Minute),9/12/2014 15:01,1.05,1.01,6.33,10.29,3.17,0.34,1.84,0
Rolling Stdev (30 Minute),9/12/2014 15:02,1.08,1.00,6.33,9.65,3.12,0.32,1.83,0
Rolling Stdev (30 Minute),9/12/2014 15:03,1.08,0.99,6.53,9.88,3.18,0.30,1.80,0
Rolling Stdev (30 Minute),9/12/2014 15:04,1.10,1.02,6.56,10.29,3.09,0.30,1.86,0
Rolling Stdev (30 Minute),9/12/2014 15:05,1.11,1.02,6.75,10.59,3.07,0.32,1.86,0
Rolling Stdev (30 Minute),9/12/2014 15:06,1.11,1.06,6.69,10.82,3.10,0.32,1.93,0
Rolling Stdev (30 Minute),9/12/2014 15:07,1.07,1.07,6.76,10.88,3.20,0.33,1.95,0
Rolling Stdev (30 Minute),9/12/2014 15:08,1.08,1.08,6.64,11.30,3.04,0.33,1.96,0
Rolling Stdev (30 Minute),9/12/2014 15:09,1.08,1.09,6.66,11.23,2.99,0.33,1.98,0
Rolling Stdev (30 Minute),9/12/2014 15:10,1.08,1.13,6.70,11.38,3.04,0.34,2.05,0
Rolling Stdev (30 Minute),9/12/2014 15:11,1.13,1.09,6.70,11.29,3.20,0.33,1.97,0
Rolling Stdev (30 Minute),9/12/2014 15:12,1.12,1.11,6.82,11.45,3.08,0.35,2.01,0
Rolling Stdev (30 Minute),9/12/2014 15:13,1.14,1.10,6.81,11.36,3.15,0.35,2.00,0
Rolling Stdev (30 Minute),9/12/2014 15:14,1.15,1.10,6.74,11.40,3.14,0.35,1.99,0
Rolling Stdev (30 Minute),9/12/2014 15:15,1.12,1.08,6.53,11.38,3.14,0.34,1.96,0
Rolling Stdev (30 Minute),9/12/2014 15:16,1.12,1.10,6.48,10.92,3.14,0.32,2.00,0
Rolling Stdev (30 Minute),9/12/2014 15:17,1.15,1.08,6.24,11.01,3.01,0.32,1.97,0
Rolling Stdev (30 Minute),9/12/2014 15:18,1.19,1.12,6.52,11.84,3.03,0.35,2.03,0
Rolling Stdev (30 Minute),9/12/2014 15:19,1.15,1.12,6.54,11.38,3.02,0.34,2.03,0
Rolling Stdev (30 Minute),9/12/2014 15:20,1.14,1.11,6.33,11.64,3.02,0.34,2.02,0
Rolling Stdev (30 Minute),9/12/2014 15:21,1.13,1.12,6.03,11.35,2.98,0.31,2.03,0
Rolling Stdev (30 Minute),9/12/2014 15:22,1.15,1.10,6.00,11.42,2.99,0.31,2.00,0
Rolling Stdev (30 Minute),9/12/2014 15:23,1.20,1.14,5.85,11.25,2.97,0.31,2.08,0
Rolling Stdev (30 Minute),9/12/2014 15:24,1.21,1.10,6.08,11.00,3.09,0.31,1.99,0
Rolling Stdev (30 Minute),9/12/2014 15:25,1.25,1.08,5.87,11.33,3.07,0.31,1.96,0
Rolling Stdev (30 Minute),9/12/2014 15:26,1.24,1.07,6.01,11.22,3.09,0.30,1.94,0
Rolling Stdev (30 Minute),9/12/2014 15:27,1.25,1.11,6.04,11.12,3.11,0.30,2.02,0
Rolling Stdev (30 Minute),9/12/2014 15:28,1.25,1.09,6.05,10.84,3.15,0.30,1.98,0
Rolling Stdev (30 Minute),9/12/2014 15:29,1.29,1.11,6.09,11.09,3.19,0.30,2.02,0
Rolling Stdev (30 Minute),9/12/2014 15:30,1.30,1.10,6.18,11.40,3.25,0.29,1.99,0
Rolling Stdev (30 Minute),9/12/2014 15:31,1.29,1.09,6.18,11.30,3.17,0.30,1.99,0
Rolling Stdev (30 Minute),9/12/2014 15:32,1.25,1.09,6.13,11.30,3.13,0.32,1.99,0
Rolling Stdev (30 Minute),9/12/2014 15:33,1.28,1.11,5.86,11.15,3.03,0.32,2.01,0
Rolling Stdev (30 Minute),9/12/2014 15:34,1.24,1.09,5.90,10.87,3.13,0.33,1.98,0
Rolling Stdev (30 Minute),9/12/2014 15:35,1.23,1.09,5.65,10.77,3.14,0.31,1.98,0
Rolling Stdev (30 Minute),9/12/2014 15:36,1.26,1.03,5.70,10.38,3.23,0.30,1.88,0
Rolling Stdev (30 Minute),9/12/2014 15:37,1.27,1.07,5.51,10.45,3.24,0.29,1.94,0
Rolling Stdev (30 Minute),9/12/2014 15:38,1.27,1.05,5.41,10.10,3.28,0.29,1.92,0
Rolling Stdev (30 Minute),9/12/2014 15:39,1.23,1.08,5.63,10.08,3.39,0.30,1.96,0
Rolling Stdev (30 Minute),9/12/2014 15:40,1.27,1.05,5.88,9.54,3.43,0.30,1.91,0
Rolling Stdev (30 Minute),9/12/2014 15:41,1.25,1.06,5.82,9.62,3.29,0.30,1.93,0
Rolling Stdev (30 Minute),9/12/2014 15:42,1.27,1.05,5.85,9.47,3.28,0.29,1.90,0
Rolling Stdev (30 Minute),9/12/2014 15:43,1.25,1.04,5.83,10.08,3.18,0.29,1.90,0
Rolling Stdev (30 Minute),9/12/2014 15:44,1.23,1.04,5.84,10.58,3.16,0.29,1.89,0
Rolling Stdev (30 Minute),9/12/2014 15:45,1.28,1.04,5.77,10.84,3.11,0.29,1.88,0
Rolling Stdev (30 Minute),9/12/2014 15:46,1.29,0.99,5.59,10.87,3.04,0.28,1.80,0
Rolling Stdev (30 Minute),9/12/2014 15:47,1.27,1.05,5.77,10.94,3.04,0.30,1.91,0
Rolling Stdev (30 Minute),9/12/2014 15:48,1.22,1.03,5.57,10.94,2.99,0.28,1.87,0
Rolling Stdev (30 Minute),9/12/2014 15:49,1.24,1.03,5.59,10.96,3.13,0.29,1.86,0
Rolling Stdev (30 Minute),9/12/2014 15:50,1.21,1.02,5.58,10.75,3.22,0.29,1.86,0
Rolling Stdev (30 Minute),9/12/2014 15:51,1.21,1.05,5.59,10.86,3.31,0.29,1.91,0
Rolling Stdev (30 Minute),9/12/2014 15:52,1.23,1.04,5.72,10.86,3.31,0.29,1.88,0
Rolling Stdev (30 Minute),9/12/2014 15:53,1.17,1.00,5.77,11.02,3.34,0.30,1.82,0
Rolling Stdev (30 Minute),9/12/2014 15:54,1.16,1.02,5.54,11.36,3.16,0.30,1.86,0
Rolling Stdev (30 Minute),9/12/2014 15:55,1.14,1.07,5.72,11.56,3.15,0.30,1.94,0
Rolling Stdev (30 Minute),9/12/2014 15:56,1.14,1.12,5.50,11.47,3.20,0.30,2.05,0
Rolling Stdev (30 Minute),9/12/2014 15:57,1.19,1.10,5.23,12.06,3.23,0.29,2.00,0
Rolling Stdev (30 Minute),9/12/2014 15:58,1.22,1.14,5.20,12.13,3.25,0.30,2.07,0
Rolling Stdev (30 Minute),9/12/2014 15:59,1.23,1.12,5.20,12.00,3.29,0.30,2.04,0
Rolling Stdev (30 Minute),9/12/2014 16:00,1.22,1.15,4.85,12.00,3.26,0.30,2.09,0
Rolling Stdev (30 Minute),9/12/2014 16:01,1.23,1.17,5.09,12.20,3.28,0.30,2.13,0
Rolling Stdev (30 Minute),9/12/2014 16:02,1.25,1.21,4.95,12.02,3.41,0.28,2.20,0
Rolling Stdev (30 Minute),9/12/2014 16:03,1.20,1.23,4.93,11.82,3.44,0.29,2.23,0
Rolling Stdev (30 Minute),9/12/2014 16:04,1.23,1.21,4.83,11.68,3.34,0.27,2.20,0
Rolling Stdev (30 Minute),9/12/2014 16:05,1.27,1.21,4.89,11.62,3.33,0.27,2.20,0
Rolling Stdev (30 Minute),9/12/2014 16:06,1.23,1.21,4.82,11.51,3.29,0.27,2.20,0
Rolling Stdev (30 Minute),9/12/2014 16:07,1.23,1.19,4.79,11.27,3.16,0.26,2.16,0
Rolling Stdev (30 Minute),9/12/2014 16:08,1.22,1.24,4.76,11.79,3.16,0.27,2.25,0
Rolling Stdev (30 Minute),9/12/2014 16:09,1.29,1.25,4.57,11.78,3.06,0.26,2.28,0
Rolling Stdev (30 Minute),9/12/2014 16:10,1.28,1.25,4.75,12.12,2.94,0.28,2.27,0
Rolling Stdev (30 Minute),9/12/2014 16:11,1.30,1.23,4.79,12.64,3.06,0.28,2.24,0
Rolling Stdev (30 Minute),9/12/2014 16:12,1.33,1.23,4.95,12.76,3.21,0.28,2.24,0
Rolling Stdev (30 Minute),9/12/2014 16:13,1.33,1.24,5.27,12.52,3.21,0.28,2.26,0
Rolling Stdev (30 Minute),9/12/2014 16:14,1.34,1.25,5.26,12.29,3.34,0.27,2.27,0
Rolling Stdev (30 Minute),9/12/2014 16:15,1.30,1.28,5.27,12.07,3.25,0.27,2.33,0
Rolling Stdev (30 Minute),9/12/2014 16:16,1.25,1.29,5.32,12.42,3.20,0.29,2.35,0
Rolling Stdev (30 Minute),9/12/2014 16:17,1.26,1.26,5.16,12.17,3.20,0.27,2.29,0
Rolling Stdev (30 Minute),9/12/2014 16:18,1.26,1.25,5.16,11.72,3.31,0.25,2.27,0
Rolling Stdev (30 Minute),9/12/2014 16:19,1.28,1.25,5.16,11.82,3.32,0.25,2.28,0
Rolling Stdev (30 Minute),9/12/2014 16:20,1.29,1.25,5.35,11.70,3.36,0.26,2.28,0
Rolling Stdev (30 Minute),9/12/2014 16:21,1.24,1.25,5.52,11.24,3.25,0.25,2.26,0
Rolling Stdev (30 Minute),9/12/2014 16:22,1.20,1.24,5.51,11.25,3.29,0.25,2.25,0
Rolling Stdev (30 Minute),9/12/2014 16:23,1.22,1.26,5.74,11.29,3.32,0.27,2.30,0
Rolling Stdev (30 Minute),9/12/2014 16:24,1.22,1.28,5.89,10.54,3.31,0.26,2.32,0
Rolling Stdev (30 Minute),9/12/2014 16:25,1.21,1.23,5.83,10.30,3.36,0.27,2.24,0
Rolling Stdev (30 Minute),9/12/2014 16:26,1.24,1.19,5.90,10.47,3.31,0.28,2.16,0
Rolling Stdev (30 Minute),9/12/2014 16:27,1.22,1.19,5.91,10.51,3.33,0.28,2.16,0
Rolling Stdev (30 Minute),9/12/2014 16:28,1.22,1.14,6.08,11.29,3.16,0.31,2.07,0
Rolling Stdev (30 Minute),9/12/2014 16:29,1.20,1.14,6.20,11.29,3.19,0.32,2.07,0
Rolling Stdev (30 Minute),9/12/2014 16:30,1.24,1.09,6.23,11.27,3.20,0.32,1.98,0
Rolling Stdev (30 Minute),9/12/2014 16:31,1.25,1.08,6.00,11.28,3.27,0.32,1.96,0
Rolling Stdev (30 Minute),9/12/2014 16:32,1.26,1.10,6.00,11.16,3.20,0.32,2.00,0
Rolling Stdev (30 Minute),9/12/2014 16:33,1.28,1.07,6.10,11.24,3.15,0.32,1.95,0
Rolling Stdev (30 Minute),9/12/2014 16:34,1.25,1.05,6.12,11.35,3.19,0.33,1.92,0
Rolling Stdev (30 Minute),9/12/2014 16:35,1.19,1.06,6.04,11.43,3.31,0.33,1.93,0
Rolling Stdev (30 Minute),9/12/2014 16:36,1.21,1.08,6.04,11.43,3.31,0.34,1.97,0
Rolling Stdev (30 Minute),9/12/2014 16:37,1.16,1.09,6.23,11.31,3.36,0.34,1.99,0
Rolling Stdev (30 Minute),9/12/2014 16:38,1.19,1.03,6.23,10.61,3.45,0.33,1.88,0
Rolling Stdev (30 Minute),9/12/2014 16:39,1.15,0.98,6.26,10.60,3.49,0.33,1.78,0
Rolling Stdev (30 Minute),9/12/2014 16:40,1.17,0.98,6.04,10.33,3.51,0.31,1.79,0
Rolling Stdev (30 Minute),9/12/2014 16:41,1.15,0.98,5.99,9.72,3.52,0.31,1.78,0
Rolling Stdev (30 Minute),9/12/2014 16:42,1.12,0.97,5.82,10.10,3.48,0.31,1.76,0
Rolling Stdev (30 Minute),9/12/2014 16:43,1.13,1.00,5.54,10.26,3.51,0.30,1.82,0
Rolling Stdev (30 Minute),9/12/2014 16:44,1.11,1.00,5.62,10.50,3.51,0.30,1.81,0
Rolling Stdev (30 Minute),9/12/2014 16:45,1.10,0.99,5.65,10.94,3.52,0.32,1.80,0
Rolling Stdev (30 Minute),9/12/2014 16:46,1.10,1.00,5.62,10.64,3.62,0.31,1.82,0
Rolling Stdev (30 Minute),9/12/2014 16:47,1.13,1.01,5.64,10.58,3.70,0.31,1.83,0
Rolling Stdev (30 Minute),9/12/2014 16:48,1.20,1.01,5.89,10.68,3.63,0.32,1.83,0
Rolling Stdev (30 Minute),9/12/2014 16:49,1.14,1.07,5.87,10.43,3.55,0.32,1.94,0
Rolling Stdev (30 Minute),9/12/2014 16:50,1.16,1.04,5.77,10.24,3.45,0.31,1.90,0
Rolling Stdev (30 Minute),9/12/2014 16:51,1.17,1.02,5.59,10.21,3.53,0.31,1.85,0
Rolling Stdev (30 Minute),9/12/2014 16:52,1.16,1.06,5.70,10.60,3.45,0.32,1.92,0
Rolling Stdev (30 Minute),9/12/2014 16:53,1.16,1.04,5.56,10.70,3.37,0.31,1.88,0
Rolling Stdev (30 Minute),9/12/2014 16:54,1.17,1.06,5.66,10.66,3.46,0.31,1.93,0
Rolling Stdev (30 Minute),9/12/2014 16:55,1.18,1.09,5.52,10.68,3.50,0.30,1.98,0
Rolling Stdev (30 Minute),9/12/2014 16:56,1.17,1.08,5.56,10.23,3.49,0.29,1.96,0
Rolling Stdev (30 Minute),9/12/2014 16:57,1.19,1.06,5.87,10.18,3.55,0.31,1.93,0
Rolling Stdev (30 Minute),9/12/2014 16:58,1.18,1.06,5.76,10.24,3.64,0.29,1.93,0
Rolling Stdev (30 Minute),9/12/2014 16:59,1.14,1.08,5.49,10.27,3.58,0.28,1.97,0
Rolling Stdev (30 Minute),9/12/2014 17:00,1.12,1.14,5.48,10.59,3.68,0.28,2.07,0
Rolling Stdev (30 Minute),9/12/2014 17:01,1.11,1.12,5.52,10.97,3.75,0.29,2.05,0
Rolling Stdev (30 Minute),9/12/2014 17:02,1.13,1.11,5.59,11.38,3.79,0.31,2.02,0
Rolling Stdev (30 Minute),9/12/2014 17:03,1.11,1.12,5.35,11.43,3.79,0.29,2.04,0
Rolling Stdev (30 Minute),9/12/2014 17:04,1.15,1.12,5.42,11.36,3.79,0.29,2.04,0
Rolling Stdev (30 Minute),9/12/2014 17:05,1.15,1.11,5.42,11.05,3.72,0.29,2.03,0
Rolling Stdev (30 Minute),9/12/2014 17:06,1.12,1.10,5.42,11.32,3.76,0.29,2.00,0
Rolling Stdev (30 Minute),9/12/2014 17:07,1.17,1.11,5.63,11.69,3.73,0.29,2.02,0
Rolling Stdev (30 Minute),9/12/2014 17:08,1.15,1.11,5.61,11.77,3.69,0.30,2.03,0
Rolling Stdev (30 Minute),9/12/2014 17:09,1.14,1.13,5.60,11.90,3.69,0.30,2.05,0
Rolling Stdev (30 Minute),9/12/2014 17:10,1.12,1.13,5.57,11.83,3.65,0.30,2.06,0
Rolling Stdev (30 Minute),9/12/2014 17:11,1.13,1.16,5.61,12.11,3.63,0.31,2.10,0
Rolling Stdev (30 Minute),9/12/2014 17:12,1.15,1.14,5.69,12.02,3.55,0.32,2.07,0
Rolling Stdev (30 Minute),9/12/2014 17:13,1.14,1.15,5.71,12.13,3.54,0.32,2.09,0
Rolling Stdev (30 Minute),9/12/2014 17:14,1.14,1.19,5.74,11.71,3.50,0.32,2.17,0
Rolling Stdev (30 Minute),9/12/2014 17:15,1.17,1.18,5.64,11.29,3.57,0.31,2.14,0
Rolling Stdev (30 Minute),9/12/2014 17:16,1.20,1.17,5.57,11.60,3.64,0.31,2.13,0
Rolling Stdev (30 Minute),9/12/2014 17:17,1.21,1.16,5.70,11.80,3.64,0.31,2.12,0
Rolling Stdev (30 Minute),9/12/2014 17:18,1.14,1.18,5.31,11.71,3.60,0.29,2.14,0
Rolling Stdev (30 Minute),9/12/2014 17:19,1.15,1.12,5.43,11.83,3.56,0.30,2.04,0
Rolling Stdev (30 Minute),9/12/2014 17:20,1.12,1.12,5.29,12.43,3.58,0.31,2.04,0
Rolling Stdev (30 Minute),9/12/2014 17:21,1.11,1.13,5.51,13.13,3.55,0.34,2.03,0
Rolling Stdev (30 Minute),9/12/2014 17:22,1.13,1.10,5.36,14.41,3.58,0.36,2.00,0
Rolling Stdev (30 Minute),9/12/2014 17:23,1.14,1.17,5.39,15.18,3.60,0.39,2.08,0
Rolling Stdev (30 Minute),9/12/2014 17:24,1.18,1.14,5.39,16.47,3.58,0.43,2.07,0
Rolling Stdev (30 Minute),9/12/2014 17:25,1.15,1.21,5.49,16.97,3.45,0.44,2.01,0
Rolling Stdev (30 Minute),9/12/2014 17:26,1.11,1.21,5.49,17.90,3.36,0.47,2.04,0
Rolling Stdev (30 Minute),9/12/2014 17:27,1.11,1.23,5.26,18.10,3.34,0.47,2.17,0
Rolling Stdev (30 Minute),9/12/2014 17:28,1.10,1.27,5.23,18.87,3.13,0.49,2.18,0
Rolling Stdev (30 Minute),9/12/2014 17:29,1.15,1.31,5.43,19.28,3.15,0.50,2.19,0
Rolling Stdev (30 Minute),9/12/2014 17:30,1.15,1.34,5.74,19.45,3.09,0.52,2.13,0
Rolling Stdev (30 Minute),9/12/2014 17:31,1.14,1.34,5.82,19.67,3.06,0.53,2.09,0
Rolling Stdev (30 Minute),9/12/2014 17:32,1.14,1.29,5.98,20.20,2.89,0.55,2.04,0
Rolling Stdev (30 Minute),9/12/2014 17:33,1.20,1.28,6.11,19.75,2.77,0.55,2.13,0
Rolling Stdev (30 Minute),9/12/2014 17:34,1.11,1.34,6.31,19.74,2.67,0.56,2.13,0
Rolling Stdev (30 Minute),9/12/2014 17:35,1.14,1.40,6.34,19.70,2.64,0.56,2.20,0
Rolling Stdev (30 Minute),9/12/2014 17:36,1.15,1.40,6.48,19.19,2.59,0.56,2.27,0
Rolling Stdev (30 Minute),9/12/2014 17:37,1.14,1.34,6.12,19.32,2.59,0.56,2.17,0
Rolling Stdev (30 Minute),9/12/2014 17:38,1.09,1.34,6.13,18.86,2.56,0.55,2.16,0
Rolling Stdev (30 Minute),9/12/2014 17:39,1.09,1.31,6.06,19.16,2.56,0.55,2.10,0
Rolling Stdev (30 Minute),9/12/2014 17:40,1.09,1.31,6.06,19.19,2.58,0.55,2.14,0
Rolling Stdev (30 Minute),9/12/2014 17:41,1.15,1.24,5.86,18.27,2.46,0.52,2.15,0
Rolling Stdev (30 Minute),9/12/2014 17:42,1.20,1.26,5.36,17.23,2.47,0.48,2.19,0
Rolling Stdev (30 Minute),9/12/2014 17:43,1.19,1.14,5.36,15.68,2.47,0.46,1.99,0
Rolling Stdev (30 Minute),9/12/2014 17:44,1.13,1.17,4.93,15.02,2.43,0.43,2.00,0
Rolling Stdev (30 Minute),9/12/2014 17:45,1.00,1.05,4.74,14.13,2.16,0.40,1.80,0
Rolling Stdev (30 Minute),9/12/2014 17:46,1.02,1.03,4.65,11.50,1.60,0.36,1.79,0
Rolling Stdev (30 Minute),9/12/2014 17:47,1.01,0.98,3.90,11.19,1.59,0.32,1.73,0
Rolling Stdev (30 Minute),9/12/2014 17:48,0.95,0.89,3.74,9.49,1.51,0.28,1.58,0
Rolling Stdev (30 Minute),9/12/2014 17:49,0.89,0.88,2.75,5.40,1.47,0.15,1.54,0
Rolling Stdev (30 Minute),9/12/2014 17:50,0.84,0.87,2.55,5.09,0.94,0.12,1.53,0
